author name,tokenized_sentence
Humayun Ahmed,"আল্লাহ্ সহায় অসুবিধা
হইবে না ।"
Humayun Ahmed,নব-বিবাহিত দম্পতি যেহেতু তোমাদের বাড়িতেই রাত্রিযাপন করিবে সেহেতু তাহাদের জন্যে একটা ঘর আলাদা রাখিবে।
Humayun Ahmed,খাটে বিছাইবার জন্যে আমি একটা ভেলভেটের চাদর সঙ্গে নিয়া আসিতেছি।
Humayun Ahmed,বরযাত্রীরা রাতে কোথায় থাকিবে তা নিয়াও দুঃশ্চিন্তাগ্রস্ত হইবে না।
Humayun Ahmed,পাবলিক হেলথের ডাকবাংলোয় আমি তিনটি ঘরের ব্যবস্থা করিয়া রাখিয়াছি।
Humayun Ahmed,শুভ কার্যের পর পরই তাহাদের সেখানে নিয়া যাইব।
Humayun Ahmed,বাকি আল্লাহপাকের ইচ্ছা ।
Humayun Ahmed,অতপর তোমাদের সংবাদ কি?
Humayun Ahmed,আমার স্ত্রীর শরীর ভাল যাইতেছে না।
Humayun Ahmed,সে বলিতে গেলে শয্যাশায়ী।
Humayun Ahmed,শরীর খারাপের জন্য মন-মিজাজেরও ঠিক- ঠিকানা নাই।
Humayun Ahmed,চিৎকার ও হৈ-চৈ করিয়া সবার জীবন সে অতিষ্ঠ করিয়া তুলিয়াছে।
Humayun Ahmed,তাহাকে সঙ্গে আনা ঠিক হইবে না।
Humayun Ahmed,আমি একাই আসিব।
Humayun Ahmed,"যাহা হউক, শুভ কাজ যেন নির্বিঘ্নে সম্পন্ন হয় সে জন্যে তোমরা আল্লাহপাকের দরবারে ক্রমাগত প্রার্থনা করিতে থাক।"
Humayun Ahmed,আর বিশেষ কি লিখিব।
Humayun Ahmed,দোয়া গো।
Humayun Ahmed,আমি চিঠি মা'র হাতে ফেরত দিলাম।
Humayun Ahmed,"মা আগ্রহ নিয়ে বললেন, সবটা পড়েছিস ?"
Humayun Ahmed,"আমি বললাম, হ্যাঁ।"
Humayun Ahmed,"বাবা হৃষ্টচিত্তে বললেন, তোর বড় মামার কাজ সব গোছানো।"
Humayun Ahmed,কোন ফাঁক নেই।
Humayun Ahmed,ভেরী প্রাকটিক্যাল ম্যান।
Humayun Ahmed,ভেরী ডিপেনডেবল।
Humayun Ahmed,উনার ব্যবস্থা দেখেছিস?
Humayun Ahmed,আগে থেকে কিছু বলবে না।
Humayun Ahmed,সব ঠিকঠাক করে তারপর বলবে।
Humayun Ahmed,"মিনু, আরেক কাপ চা দাও দেখি।"
Humayun Ahmed,আজকের বড়াগুলোও হয়েছে মারাত্মক।
Humayun Ahmed,মাখনের মত মোলায়েম।
Humayun Ahmed,মুখে দেবার আগেই গলে যাচ্ছে।
Humayun Ahmed,"নবনী, তোর জন্যে দু'টা রেখে দিয়েছি, খা।"
Humayun Ahmed,"তুই একটা নে, ইরাকে একটা দে।"
Humayun Ahmed,ঢাকা শহরে ঘুঘুর ডাক শোনার কথা না ।
Humayun Ahmed,কেউ কোনোদিন শুনেছে বলেও শুনি নি।
Humayun Ahmed,"ঘুঘু শহর পছন্দ করে না, লোকজন পছন্দ করে না।"
Humayun Ahmed,তাদের পছন্দ গ্রামের শান্ত দুপুর।
Humayun Ahmed,তারপরেও কী যে হয়েছে - আমি ঘুঘুর ডাক শুনছি।
Humayun Ahmed,"বাংলাবাজার যাচ্ছিলাম, গুলিস্তানে ট্রাফিক জ্যামে পড়লাম।"
Humayun Ahmed,"রিকশা, টেম্পো, বাস, ঠেলাগাড়ি সবকিছু মিলিয়ে দেখতে দেখতে জট পাকিয়ে গেল।"
Humayun Ahmed,এক্কেবারে কঠিন গিট্টু।
Humayun Ahmed,হতাশ হয়ে রিকশায় বসে আছি আর ভাবছি--- আধুনিক মানুষের একজোড়া পাখা থাকলে ভালো হতো।
Humayun Ahmed,জটিল ট্রাফিক জ্যামের সময় তারা উড়ে যেতে পারত ।
Humayun Ahmed,ঠিক এই রকম হতাশা- জর্জরিত সময়ে ঘুঘু পাখির ডাক শুনলাম।
Humayun Ahmed,"সেই অতি পরিচিত শান্ত বিলম্বিত টানা-টানা সুর, যা শুনলে মুহূর্তের মধ্যে বুকের মধ্যে মোচড় দিয়ে ওঠে।"
Humayun Ahmed,মানুষের শরীরের ভেতরে যে আরেকটি শরীর আছে তার মধ্যে কাঁপন ধরেআমি হতচকিত ভঙ্গিতে এদিক-ওদিক তাকালাম।
Humayun Ahmed,এমন কি হতে পারে যে কেউ খাঁচায় করে পাখি নিয়ে যাচ্ছে সেই পাখি ডেকে উঠল ?
Humayun Ahmed,ইদানীং ঢাকার লোকদের পাখি-পোয়া অভ্যাসে ধরেছে নীলক্ষেতে বিরাট পাখির বাজার ।
Humayun Ahmed,ট্রাফিক জট কমছে না।
Humayun Ahmed,জট কমানোর চেষ্টাও কেউ করছে না।
Humayun Ahmed,রোগা ধরনের এক ট্রাফিক পুলিশ দূরে দাঁড়িয়ে বাদামওয়ালার সঙ্গে কথাবার্তা বলছে।
Humayun Ahmed,এখানে যে কঠিন অবস্থা তা সে জানে বলেও মনে হচ্ছে না।
Humayun Ahmed,এই তো দেখি সে বাদাম কিনছে।
Humayun Ahmed,"এক ঠোঙা বাদাম, একটু ঝাল লবণ।"
Humayun Ahmed,12যতই সময় যাচ্ছে অবস্থা জটিল হয়ে আসছে।
Humayun Ahmed,সবাই কিন্তু নির্বিকার— ‘যা হবার হোক এমন এক ভঙ্গি।’
Humayun Ahmed,কারো মধ্যেই কোনো অস্থিরতা নেই ।
Humayun Ahmed,আমার রিকশা ঘেঁসে একটা মাইক্রোবাস দাঁড়িয়ে।
Humayun Ahmed,মাইক্রোবাসের পর্দা টেনে দেয়া।
Humayun Ahmed,ভেতরের যাত্রীদের কাউকে দেখা যাচ্ছে না।
Humayun Ahmed,মাইক্রোবাসের ড্রাইভারকে শুধু দেখছি।
Humayun Ahmed,মনে হলো সে খুব মজা পাচ্ছে।
Humayun Ahmed,"একবার সে উঁচু গলায় বলল, লাগছে গিট্টু ।"
Humayun Ahmed,চড়চড় করে রোদ বাড়ছে।
Humayun Ahmed,আশ্বিন মাসে খুব ঝাঁজালো রোদ ওঠে।
Humayun Ahmed,বাতাস থাকে মধুর।
Humayun Ahmed,"আজ বাতাস নেই, শুধুই রোদ।"
Humayun Ahmed,"রোদের সঙ্গে ঘামের গন্ধ, ঘামের গন্ধের সঙ্গে পেট্রোলের গন্ধ, পেট্রোলের গন্ধের সঙ্গে ঘুঘুর ডাক ঘু-ঘু-ঘু।"
Humayun Ahmed,মিলছে না একেবারেই মিলছে না।
Humayun Ahmed,"Something is wrong. আমি রিকশাওয়ালাকে বললাম, পাখি ডাকছে নাকি ?"
Humayun Ahmed,আমার রিকশাওয়ালা বিরক্তমুখে আমার দিকে তাকাল।
Humayun Ahmed,অর্থাৎ ঘুঘু ডাকছে না।
Humayun Ahmed,কিংবা ডাকলেও সে শুনছে না।
Humayun Ahmed,সবাই সবকিছু শুনতে পায় না।
Humayun Ahmed,"তাছাড়া রাস্তায় যারা জীবনযাপন করে গাড়ির হর্ন শুনতে শুনতে তাদের কান নষ্ট হয়ে
যায়।"
Humayun Ahmed,মাইক্রোবাসের পর্দা সরে গেল।
Humayun Ahmed,একজন পান খাওয়া মহিলা চোখ বড় বড় করে আমাকে দেখছেন।
Humayun Ahmed,ভদ্রমহিলার সিঁথির চুল পাকা।
Humayun Ahmed,এছাড়া তাঁর মুখে বয়সের কোনো চিহ্ন নেই।
Humayun Ahmed,চুল পাকা না থাকলে অনায়াসে তাঁকে ৩০/৩২ বছরের তরুণী বলে চালানো যেত'।
Humayun Ahmed,তিনি জানালার পর্দা সরিয়েছেন পানের পিক ফেলার জন্যে।
Humayun Ahmed,"অনেকখানি মাথা বের করে একগাদা পানের পিক ফেলে হাসিমুখে আমার দিকে তাকিয়ে বললেন, তুই হিমু না ?"
Humayun Ahmed,"আমি জবাব দিলাম না, কারণ ভদ্রমহিলাকে আমি চিনতে পারছি না।"
Humayun Ahmed,আমার অতি দূরের কোনো আত্মীয় হবেন।
Humayun Ahmed,মেয়েরা অতি দূরের আত্মীয়কে কাছের মানুষ প্রমাণ করার জন্যে চট করে তুই বলে ।
Humayun Ahmed,"কী রে, কথা বলছিস না কেন ?"
Humayun Ahmed,তুই কি হিমু ?
Humayun Ahmed,হ্যাঁ ।
Humayun Ahmed,আমাকে চিনতে পারছিস ?
Humayun Ahmed,না ।
Humayun Ahmed,আমি আলেয়া খালা।
Humayun Ahmed,এখন চিনেছিস ?
Humayun Ahmed,আলেয়া নামে কাউকে চিনি বলে মনে পড়ল না।
Humayun Ahmed,"একজন আলেয়াকেই চিনতাম, সে সিরাজউদ্দৌলা নাটকের নর্তকী।"
Humayun Ahmed,"সিরাজউদ্দৌলা পলাশীর আম্রকাননে তাঁর বিখ্যাত যুদ্ধ যাত্রার আগে আলেয়ার কাছ থেকে বিদায় নিতে গেলেন, আলেয়া তখন গান ধরল— 'পথহারা পাখি, কেঁদে ফিরে একা'।"
Humayun Ahmed,"হিমু, তুই এখানে কী করছিস ?"
Humayun Ahmed,রিকশার সিটের উপর বসে আছি।
Humayun Ahmed,সে তো দেখতেই পাচ্ছি।
Humayun Ahmed,যাচ্ছিস কোথায় ?
Humayun Ahmed,"যখন রিকশায় উঠেছিলাম, তখন একটা গন্তব্য ছিল।"
Humayun Ahmed,"এখন নিজেও ভুলে
আমার সঙ্গে ফাজলামি করছিস কেন ?"
Humayun Ahmed,আমি তোর খালা না ?
Humayun Ahmed,"আয়,
কোথায় উঠে আসব ?"
Humayun Ahmed,বাসে উঠে আয় ।
Humayun Ahmed,গরমে সিদ্ধ হবি না কি ?
Humayun Ahmed,"তুই যেখানে যাবি, নামিয়ে দেব।"
Humayun Ahmed,রিকশা ভাড়া মিটিয়ে উঠে আয় ।
Humayun Ahmed,আমি কথা বাড়ালাম না।
Humayun Ahmed,রিকশাওয়ালাকে ভাড়া মিটিয়ে মাইক্রোবাসে উঠে পড়লাম।
Humayun Ahmed,"রিকশাওয়ালাকে দেখে মনে হলো, সে অত্যন্ত অপমানিত বোধ করছে।"
Humayun Ahmed,"অপমানিত বোধ করারই কথা, তার রিকশাকে ছোট করা হয়েছে।"
Humayun Ahmed,মাইক্রোবাসে ঢুকে মনে হলো— ছোটখাটো একটা চলন্ত বেহেশতে ঢুকে পড়েছি।
Humayun Ahmed,"এয়ারকন্ডিশান্ড গাড়ি, এয়ারকন্ডিশনার চালু আছে।"
Humayun Ahmed,শীত-শীত ভাব।
Humayun Ahmed,মাইক্রোবাসটার ছাদের একটা অংশ কাচের।
Humayun Ahmed,ভেতরে বসে আকাশ দেখা যাচ্ছে।
Humayun Ahmed,ছয়জনের বসার জায়গা।
Humayun Ahmed,প্রতিটি সিট আলাদা।
Humayun Ahmed,সিটগুলো ঘূর্ণায়মান।
Humayun Ahmed,যেদিকে ইচ্ছা সেদিকে ঘুরানো যায়।
Humayun Ahmed,ভদ্রমহিলা একা যাচ্ছেন না।
Humayun Ahmed,"তাঁর সঙ্গে তাঁর মেয়ে, চেহারা দেখে সে রকমই মনে হচ্ছে, তবে চেহারা পুরো দেখা যাচ্ছে না, গাঢ় সানগ্লাসে মুখের পুরোটাই প্রায় ঢাকা।"
Humayun Ahmed,মেয়েটির কোলের উপর একটা বই।
Humayun Ahmed,সানগ্লাস পরে এর আগে আমি কাউকে পড়তে দেখি নি।
Humayun Ahmed,"ভদ্রমহিলা তাঁর মেয়ের দিকে তাকিয়ে আগ্রহ নিয়ে বললেন, ও খুকি, এ হচ্ছে হিমু।"
Humayun Ahmed,খুব ভালো হাত দেখতে পারে।
Humayun Ahmed,হাত দেখাবি ?
Humayun Ahmed,"খুকি কোনোরকম উৎসাহ দেখানো দূরে থাকুক, বই থেকে চোখ পর্যন্ত তুলল না ।"
Humayun Ahmed,এটা বড় ধরনের অভদ্রতা।
Humayun Ahmed,তবে রূপবতীদের সব অভদ্রতা ক্ষমা করা যায় ।
Humayun Ahmed,এরা অভদ্র হবে এটাই স্বাভাবিক।
Humayun Ahmed,এরা ভদ্র হলে অস্বস্তি লাগে।
Humayun Ahmed,"কী রে খুকি, হাত দেখাবি ?"
Humayun Ahmed,বসেই তো আছিস।
Humayun Ahmed,দেখা না।
Humayun Ahmed,"হিমু চট করে
দেখে ফেলবে।"
Humayun Ahmed,"খুকি বরফশীতল গলায় বলল, কেন বিরক্ত করছ ?"
Humayun Ahmed,"আলেয়া খালা নিজের হাত বাড়িয়ে বললেন, হিমু, আমার হাতটা দেখে দে তো ।"
Humayun Ahmed,মন দিয়ে দেখবি ।
Humayun Ahmed,খুকি চোখ তুলে এক পলকের জন্যে মার মুখ দেখে আবার বই পড়তে শুরু করল।
Humayun Ahmed,এই এক পলকের দৃষ্টিতেই তার মার ভস্ম হয়ে যাবার কথা।
Humayun Ahmed,কালো চশমার কারণে হয়তো ভস্ম হলেন না ।
Humayun Ahmed,"আমি বললাম, খালা, আমি হাত দেখা ছেড়ে দিয়েছি।"
Humayun Ahmed,সে কী!
Humayun Ahmed,মিথ্যা বানিয়ে বানিয়ে বলতাম।
Humayun Ahmed,মিথ্যা বলতে বলতে এক সময় নিজের উপর ঘেন্না ধরে গেল ।
Humayun Ahmed,"তারপর ঠিক করলাম, আর না, যথেষ্ট হয়েছে।"
Humayun Ahmed,বাজে কথা রেখে হাতটা দেখ তো ।
Humayun Ahmed,"আমি সঙ্গে সঙ্গে তাঁর দুই হাতের দিকে তীক্ষ্ণ দৃষ্টিতে তাকিয়ে গম্ভীর গলায় বললাম, আপনার সামনে একটা ভয়াবহ দুর্যোগ।"
Humayun Ahmed,পারিবারিক সমস্যা।
Humayun Ahmed,অসম বিবাহঘটিত সমস্যা।
Humayun Ahmed,ভদ্রমহিলা তাঁর মেয়ের দিকে তাকালেন।
Humayun Ahmed,"ভদ্রমহিলার চোখের দৃষ্টি বলে দিচ্ছে, এই তো হয়েছে।"
Humayun Ahmed,"মেয়ের দিকে তাকানোর অর্থ হচ্ছে, মেয়েকে ইশারায় বলা— কী, বলেছিলাম না ভালো হাত দেখে।"
Humayun Ahmed,দেখলি তো?
Humayun Ahmed,হাতেনাতে প্রমাণ ।
Humayun Ahmed,"আমি বললাম, দুর্যোগ হঠাৎ উপস্থিত হয়েছে।"
Humayun Ahmed,"ভদ্রমহিলা বললেন, হঠাৎ মানে কবে ?"
Humayun Ahmed,ধরুন এক মাস।
Humayun Ahmed,তবে দুর্যোগ আপনারা সামলাতে পারছেন না।
Humayun Ahmed,আরো জটিল করে ফেলছেন।
Humayun Ahmed,ভদ্রমহিলা আবারো মেয়ের দিকে তাকালেন।
Humayun Ahmed,"চোখের ইশারায় আবারো বললেন, দেখলি কত বড় পামিস্ট ?"
Humayun Ahmed,মেয়েটি হাতের বই মুড়ে রাখল।
Humayun Ahmed,চোখ থেকে চশমা খুলে ফেলে পূর্ণ দৃষ্টিতে আমার দিকে তাকাল ।
Humayun Ahmed,"আমি নিঃসন্দেহে হলাম, এই মেয়ে, মানুষ না ।"
Humayun Ahmed,এ হলো হুর।
Humayun Ahmed,এদের শুধু বেহেশতেই পাওয়া যায়।
Humayun Ahmed,"এরা বেহেশতের সঙ্গিনী |And there will be companionsWith beautiful, bigAnd lustrous eyes.এই মেয়েটির চোখ— big, beautiful and lustrous. আমি ভাবলাম, মেয়েটা কিছু বলবে বোধহয় — ভঙ্গিটা সে রকম।"
Humayun Ahmed,সে শেষ মুহূর্তে নিজেকে সামলে নিল।
Humayun Ahmed,"আবার কালো চশমা পরল, বই পড়তে শুরু করল।"
Humayun Ahmed,এটা কি বিশেষ কোনো বই যা সানগ্লাস ছাড়া পড়া যায় না ?
Humayun Ahmed,"আলেয়া খালা বললেন, এই সমস্যাটা কখন মিটবে ?"
Humayun Ahmed,মিটবে না।
Humayun Ahmed,"তিনি হাহাকার করে উঠলেন, কী বলছিস তুই!"
Humayun Ahmed,মিটবে না মানে ?
Humayun Ahmed,"আমি নির্বিকার ভঙ্গিতে বললাম, এই সমস্যা মেটার নয়।"
Humayun Ahmed,সমস্যা বাড়তে বাড়তে এক্সপ্লোশান লিমিটে চলে আসবে।
Humayun Ahmed,এই সমস্যায় একটি বাচ্চা মেয়ে জড়িত।
Humayun Ahmed,মেয়েটির মৃত্যুযোগ আছে।
Humayun Ahmed,"সে মারা গেলে হয়তোবা সমস্যা মিটে
যাবে।"
Humayun Ahmed,আলেয়া খালা হতভম্ব হয়ে তাকিয়ে রইলেন ।
Humayun Ahmed,"সানগ্লাস পরা বেহেশতের পরী এতক্ষণে আমার দিকে তাকিয়ে বললেন, এইসব তথ্য আপনি আমার মার হাতে লেখা দেখতে পেলেন ?"
Humayun Ahmed,জি না ।
Humayun Ahmed,আমি বলেছি ইনটুশন থেকে ।
Humayun Ahmed,আমার ইনটুশন প্রবল ।
Humayun Ahmed,যে মেয়েটির কথা বললাম সে বোধহয় আপনার মেয়ে ?
Humayun Ahmed,খুকি জবাব দিল না।
Humayun Ahmed,মাইক্রোবাস নড়ে উঠল।
Humayun Ahmed,জ্যাম কমেছে।
Humayun Ahmed,গাড়ি চলতে শুরু করেছে।
Humayun Ahmed,গাড়ির সামনে একটা ঠেলাগাড়ি আছে বলে গাড়িটাকে শম্বুক গতিতে এগুতে হচ্ছে।
Humayun Ahmed,"আমি উঠে দাঁড়িয়ে বললাম, যাই ।"
Humayun Ahmed,ভদ্রমহিলা তখনো নিজেকে সামলাতে পারেন নি।
Humayun Ahmed,আমি যে চলে যাবার জন্যে উঠে দাঁড়িয়েছি তাও বোধহয় বুঝতে পারেন নি।
Humayun Ahmed,মাইক্রোবাসের স্লাইডিং দরজা খোলার পর তিনি সংবিত ফিরে পেলেন।
Humayun Ahmed,"তীক্ষ্ণ গলায় বললেন, না না, তুমি যেতে পারবে না ।"
Humayun Ahmed,"এতক্ষণ আমাকে তুই বলছিলেন, শেষ সময়ে তুমি ।"
Humayun Ahmed,ততক্ষণে আমি নেমে গেছি।
Humayun Ahmed,"মাইক্রোবাসের জানালার কাচ সরিয়ে ভদ্রমহিলা ব্যাকুল হয়ে ডাকছেন, এই হিমু!"
Humayun Ahmed,"এই, এই!"
Humayun Ahmed,এই ছেলে!
Humayun Ahmed,আমি তাঁর দিকে তাকিয়ে অভয়দানের হাসি হাসলাম— অর্থাৎ আসব।
Humayun Ahmed,আবার দেখা হবে।
Humayun Ahmed,ভদ্রমহিলাকে আমি চিনতে পারছি না।
Humayun Ahmed,এই সমস্যাটা আমার ইদানীংকালে হচ্ছে।
Humayun Ahmed,মানুষ না-চেনা রোগ।
Humayun Ahmed,মস্তিষ্কের যে অংশে স্মৃতি জমা থাকে সেই অংশে কিছু বোধহয় হয়েছে।
Humayun Ahmed,স্মৃতির ফাইল গায়েব হয়ে গেছে।
Humayun Ahmed,এক সময়কার চেনা লোকজনদের সঙ্গে দেখা হয়।
Humayun Ahmed,"যেহেতু ব্রেইন সেলে জমা রাখা তাদের ফাইল গায়েব হয়ে গেছে, সেহেতু তাদের চিনতে পারি না।"
Humayun Ahmed,একজন নিওরোলজিস্টের সঙ্গে দেখা করা দরকার।
Humayun Ahmed,"রোগ আরো বাড়বার আগেই চিকিৎসা দরকার, নয়তো দেখা যাবে কাউকেই চিনতে পারছি না।"
Humayun Ahmed,সবাই অপরিচিত।
Humayun Ahmed,"অবশ্যি আমার ধারণা, সেই অভিজ্ঞতাও মজার অভিজ্ঞতা হবে।"
Humayun Ahmed,মাইক্রোবাস থেকে বেকায়দা জায়গায় নেমেছি।
Humayun Ahmed,সামনে পেছনে কোনো দিকেই যেতে পারছি না।
Humayun Ahmed,দুদিকেই গাড়ির স্রোত।
Humayun Ahmed,পথচারীকে রাস্তা পার হবার সুযোগ করে দেবার জন্যে এদের কোনো মাথাব্যথা নেই।
Humayun Ahmed,নিজে পৌঁছতে পারলেই হলো।
Humayun Ahmed,আমাকে অপেক্ষা করতে হবে আরেকটা ট্রাফিক জ্যামের জন্যে ।
Humayun Ahmed,"দেখা যাচ্ছে, ট্রাফিক জ্যামেরও একটা ভালো দিক আছে।"
Humayun Ahmed,এই সময়ে রাস্তা পারাপার করতে পারা যায়।
Humayun Ahmed,"To every cloud there is a silver lining.
আমি অপেক্ষা করছি।"
Humayun Ahmed,অপেক্ষা করতে খুব যে খারাপ লাগছে তা না ।
Humayun Ahmed,কারণ তেমন কোনো পরিকল্পনা নিয়ে বের হই নি।
Humayun Ahmed,যাচ্ছি গেণ্ডারিয়ার দিকে ।
Humayun Ahmed,মোহাম্মদ ইয়াকুব আলি নামের এক ভদ্রলোক জরুরি তলব পাঠিয়েছেন।
Humayun Ahmed,ভদ্রলোককে আমি চিনি না ।
Humayun Ahmed,তিনিও সম্ভবত আমাকে চেনেন না।
Humayun Ahmed,তবে শুনেছি হুলস্থুল ধরনের বড় লোক ।
Humayun Ahmed,হেন ব্যবসা নেই যা তাঁর নেই।
Humayun Ahmed,ইন্ডাস্ট্রি ফিন্ডাস্ট্রি দিয়ে যাকে বলে – ‘ছেড়াবেড়া’।
Humayun Ahmed,এমন একজন আমাকে জরুরি তলব পাঠাবেন কেন তাও বুঝতে পারছি না।
Humayun Ahmed,জরুরি তলব পাঠালে ধীরে-সুস্থে যাবার নিয়ম।
Humayun Ahmed,আমিও তাই করেছি।
Humayun Ahmed,দু ঘণ্টা দেরি করেছি।
Humayun Ahmed,আবার ট্রাফিক জ্যাম লেগে গেছে।
Humayun Ahmed,দুটা রিকশার পেছনের চাকা একটার সঙ্গে আরেকটা লেগে গেছে।
Humayun Ahmed,"দুজন রিকশাওয়ালাই দোষ কার তা নিয়ে তর্ক করছে, চাকা ছাড়াবার চেষ্টা করছে।"
Humayun Ahmed,জনতাও দুই ভাগ হয়ে গেছে।
Humayun Ahmed,একদল খালি গা রিকশাওয়ালার পক্ষে অন্যদল দাড়িওয়ালা রিকশাওয়ালার পক্ষে।
Humayun Ahmed,কাজেই জ্যাম।
Humayun Ahmed,গাড়ি-টাড়ি বন্ধ করে ড্রাইভাররা সব গালে হাত দিয়ে বসে আছে।
Humayun Ahmed,না।
Humayun Ahmed,আশ্বিন মাসের ঝাঁজালো রোদ ক্রমেই বাড়ছে।
Humayun Ahmed,"ঘুঘু পাখির ডাক আর শুনছি
আজকের দিনটা রহস্য দিয়ে শুরু হলো।"
Humayun Ahmed,পাখি রহস্য।
Humayun Ahmed,"ঘুমের মধ্যেই শুনলাম কে যেন ডাকল, হিমু, এই হিমু।"
Humayun Ahmed,গলার স্বর একইসঙ্গে চেনা এবং অচেনা।
Humayun Ahmed,"যে ডাকছে তার সঙ্গে অনেক বছর আগে পরিচয় ছিল, এখন নেই।"
Humayun Ahmed,"মানুষটাকে ভুলে গেছি, কিন্তু স্মৃতিতে তার গলার স্বর রয়ে গেছে।"
Humayun Ahmed,পুরুষালী ভারী গলা।
Humayun Ahmed,একটু শ্লেষ্মা জড়ানো।
Humayun Ahmed,"আমি আধোঘুমে জবাব দিলাম, কে?"
Humayun Ahmed,কেউ উত্তর দিল না।
Humayun Ahmed,ভয়াবহ ধরণের নিরবতা।
Humayun Ahmed,"আমি আবার বললাম, কে?"
Humayun Ahmed,কে ওখানে?
Humayun Ahmed,ছোট্ট করে কেউ নিঃশ্বাস ফেলল।
Humayun Ahmed,আশ্চর্য!
Humayun Ahmed,নিঃশ্বাস ফেলার শব্দটাও আমার চেনা।
Humayun Ahmed,টুক টুক করে দু'বার শব্দ হল দরজায়।
Humayun Ahmed,"দরজার ওপাশের মানুষটি চাপা গলায় ডাকল, হিমু, এই হিমু।"
Humayun Ahmed,আমার অস্বস্তিবোধ হতে লাগল।
Humayun Ahmed,"ঘর অন্ধকার, গাঢ় অন্ধকার।"
Humayun Ahmed,রাতে বৃষ্টি হচ্ছিল বলে দরজা—জানালা বন্ধ করে শুয়েছি।
Humayun Ahmed,"রেডিয়াম ডায়ালের টেবিল ঘড়ি ছাড়া আর কিছুই দেখতে পাওয়ার কথা নয়, কিন্তু সবকিছু পরিষ্কার দেখছি।"
Humayun Ahmed,ঐ তো দেয়ালের ক্যালেন্ডার দেখা যাচ্ছে।
Humayun Ahmed,ক্যালেন্ডারের লেখাগুলি পর্যন্ত পড়তে পারছি।
Humayun Ahmed,এর মানে কি?
Humayun Ahmed,এটা কি তাহলে স্বপ্ন?
Humayun Ahmed,পুরো ব্যাপারটা ঘটছে স্বপ্নে?
Humayun Ahmed,দরজার ওপাশে আসলে কেউ নেই?
Humayun Ahmed,চেনা এবং অচেনা গলায় আমাকে ডাকছে না?
Humayun Ahmed,"ঘুমের মধ্যে স্বপ্ন দেখছি, এবং ঘুমের মধ্যেই বুঝতে পারছি এটা স্বপ্ন।"
Humayun Ahmed,স্বপ্নটা শেষপর্যন্ত দেখতে ইচ্ছা করছে না।
Humayun Ahmed,আমি দরজা খুলে দেখতে চাই না।
Humayun Ahmed,দরজার ওপাশে কে দাঁড়িয়ে আছে।
Humayun Ahmed,আমার জানার কোন ইচ্ছা নেই ভারি গলায় কে আমাকে ডাকছে।
Humayun Ahmed,আমি জেগে ওঠার চেষ্টা করছি।
Humayun Ahmed,"জাগতে পারছি না কেউ আমাকে স্বপ্নের শেষটা দেখাতে চায়, আমি দেখতে চাই না।"
Humayun Ahmed,প্রচণ্ড অস্বস্তিতে ঘুমের মধ্যেই ছটফট করতে করতে আমি জেগে উঠলাম।
Humayun Ahmed,ঘরের হাওয়া গরম হয়ে আছে।
Humayun Ahmed,দরজা-জানালা বন্ধ।
Humayun Ahmed,কিছু দেখা যাচ্ছে না।
Humayun Ahmed,আমি বাতি জ্বালালাম।
Humayun Ahmed,স্বপ্নে দেয়ালে যে জায়গায় ক্যালেন্ডার ছিল সেখানে ক্যালেন্ডার নেই।
Humayun Ahmed,খাটের নিচে টকটক শব্দ হচ্ছে।
Humayun Ahmed,প্রায়ই হয়।
Humayun Ahmed,কিসের শব্দ আমার জানা নেই।
Humayun Ahmed,"ইঁদুর হবে না, ইঁদুর টকটক শব্দ করে না।"
Humayun Ahmed,আমি হাতড়ে হাতড়ে দরজা খুললাম।
Humayun Ahmed,ভোর হয়েছে।
Humayun Ahmed,আলো হয়ে আছে চারদিক।
Humayun Ahmed,আমার দরজা-জানালা বন্ধ ছিল বলেই ঘর হয়েছিল অন্ধকার।
Humayun Ahmed,"বারান্দায় এসে দেখি, পাশের ঘরের বায়েজিদ সাহেব বারান্দায় দাঁড়িয়ে দাঁত মাজছেন।"
Humayun Ahmed,তাঁর চোখ টকটকে লাল।
Humayun Ahmed,এটা কোন নতুন ব্যাপার না।
Humayun Ahmed,বায়েজিদ সাহেবের চোখ সব সময়ই লাল।
Humayun Ahmed,"তিনি আমাকে দেখে নিচু গলায় বললেন, কি ব্যাপার হিমু সাহেব?"
Humayun Ahmed,"এত সকালে জেগে উঠেছেন, ব্যাপার কি?"
Humayun Ahmed,ঘুম ভেঙ্গে গেল।
Humayun Ahmed,‘সুবেহ সাদেকের সময় ঘুম ভাঙ্গা ভাল।’
Humayun Ahmed,এই সময় আল্লাহ পাক বেহেশতের জানালা খুলে রাখেন।
Humayun Ahmed,ঐ জানালা দিয়ে বেহেশতের হাওয়া আসে পৃথিবীতে।
Humayun Ahmed,ঐ হাওয়া যাদের গায়ে লাগে তারা বেহেশতবাসী হয়।
Humayun Ahmed,‘কে বলেছে আপনাকে?’
Humayun Ahmed,"তিনি অস্বস্তির সঙ্গে বললেন, শোনা কথা।"
Humayun Ahmed,আপনি কি এই জন্যেই রোজ ভোরে উঠে বেহেশতের হাওয়া গায়ে লাগান?
Humayun Ahmed,বায়েজিদ সাহেব লজ্জিত ভঙ্গিতে হেসে ফেললেন।
Humayun Ahmed,ভোরবেলা অদ্ভুদ আলোর কারণেই তাঁকে আজ অনেক কম বয়স্ক মনে হচ্ছে।
