Author,Genre,Source,Text

Humayun Ahmed,Novel,Nabani,"-বাবা গভীর আগ্রহে বড়া খাচ্ছেন।"

Humayun Ahmed,Novel,Nabani,আমি চিঠি পড়ছি।

Humayun Ahmed,Novel,Nabani,মামার হাতের লেখা ডাক্তারদের লেখার মত – অপাঠ্য।

Humayun Ahmed,Novel,Nabani,এই চিঠি যেহেতু তিনি অনেক বেশি যত্ন নিয়ে লিখেছেন সেহেতু কিছুই পড়া যাচ্ছে না ।

Humayun Ahmed,Novel,Nabani,আমি চিঠিতে চোখ বুলাচ্ছি।

Humayun Ahmed,Novel,Nabani,মা আমার পাশে বসে আমার দিকে তাকিয়ে আছেন।

Humayun Ahmed,Novel,Nabani,অনেকদিন পর মা'র পরনে ইস্ত্রী করা সুন্দর শাড়ি।

Humayun Ahmed,Novel,Nabani,হাতে আজ দু'গাছা সোনার চুড়িও পরেছেন।

Humayun Ahmed,Novel,Nabani,চুড়িতে সোনা সব ক্ষয়ে গেছে।

Humayun Ahmed,Novel,Nabani,তামা বের হয়ে আছে।

Humayun Ahmed,Novel,Nabani,তবু চুড়ি পরা হাতে মা'কে সুন্দর লাগছে।

Humayun Ahmed,Novel,Nabani,মা'র হাত ভর্তি চুড়ি থাকলে বেশ হত।

Humayun Ahmed,Novel,Nabani,যেখানে যেতেন রিনরিন করে হাতের চুড়ি বাজতো।

Humayun Ahmed,Novel,Nabani,"দোয়াপর সমাচার,
-
তোমাদের একটি আনন্দ সংবাদ দিতেছি।"

Humayun Ahmed,Novel,Nabani,পরম করুণাময়ের অশেষ কৃপায় ঢাকার পার্টির সংবাদ পাওয়া গিয়াছে।

Humayun Ahmed,Novel,Nabani,তাহাদের নিকট হইতে খবর পাইয়া আমি ঢাকায় চলিয়া যাই এবং কথাবার্তা বলি।

Humayun Ahmed,Novel,Nabani,তাহাদের সহিত অনেক বিষয় নিয়া বিস্তারিত আলাপ হইয়াছে।

Humayun Ahmed,Novel,Nabani,আলোচনার ফলাফল নিম্নরূপ।

Humayun Ahmed,Novel,Nabani,তাহারা নবনী মা'কে পছন্দ করিয়াছে।

Humayun Ahmed,Novel,Nabani,ছেলে তাহার কিছু আত্মীয়স্বজন এবং বন্ধুবান্ধবসহ আগামী পরশু ১২ই আগস্ট রাতের ট্রেনে নেত্রকোনা পৌঁছিবে।

Humayun Ahmed,Novel,Nabani,আল্লা চাহেত ঐ রাতেই শুভবিবাহ সুসম্পন্ন হইবে।

Humayun Ahmed,Novel,Nabani,পরদিন প্রাতে তাহারা নববধূ নিয়া ঢাকা যাত্রা করিবে।

Humayun Ahmed,Novel,Nabani,"আমি এই সংবাদ তোমাদের শেষ সময়ে দিতেছি, কারণ আমি চাহি না তোমরা এই সংবাদ নিয়া হৈ-চৈ শুরু কর ।"

Humayun Ahmed,Novel,Nabani,"পাড়া প্রতিবেশী, নিকটজন, পরজন কেহই যেন কিছুই না জানে।"

Humayun Ahmed,Novel,Nabani,"শুভকর্ম আগে সমাধা হোক, তখন সবাই জানিবে।"

Humayun Ahmed,Novel,Nabani,দশজনের মত লোকের খাবার আয়োজন করিয়া রাখিবে।

Humayun Ahmed,Novel,Nabani,মোজাম্মেল সাহেবকে বলিয়া তাঁহার জীপ গাড়িটি ইস্টিশনে রাখিবার ব্যবস্থা করিবে।

Humayun Ahmed,Novel,Nabani,বিবাহ-সংক্রান্ত কোন আলাপ তাঁহার সঙ্গে করিবার প্রয়োজন নাই।

Humayun Ahmed,Novel,Nabani,অসীম গোপনীয়তা কাম্য ।

Humayun Ahmed,Novel,Nabani,বিবাহ পড়াইবার কাজী আমি সঙ্গে নিয়া আসিব।

Humayun Ahmed,Novel,Nabani,বিবাহ রেজিস্ট্রি হইবে ময়মনসিংহ শহরে।

Humayun Ahmed,Novel,Nabani,"খাওয়া-দাওয়ার আয়োজনের মধ্যে পোলাও, কোরমা, ঝাল গোশত, মুরগির রোস্ট রাখিবে।"

Humayun Ahmed,Novel,Nabani,চিকন চালের সাদা ভাত যেন থাকে।

Humayun Ahmed,Novel,Nabani,মুরব্বী কেহ থাকিলে সাদা ভাতই পছন্দ করিবেন।

Humayun Ahmed,Novel,Nabani,আমি বড় মাছ নিয়া আসার চেষ্টা করিব।

Humayun Ahmed,Novel,Nabani,মেছুনীকে বড় মাছের কথা বলিয়া রাখিয়াছি।

Humayun Ahmed,Novel,Nabani,ভাত এবং পোলাও বরযাত্রী আসার পর রাঁধিবে।

Humayun Ahmed,Novel,Nabani,দৈ-মিষ্টির ব্যবস্থা করার প্রয়োজন নাই ।

Humayun Ahmed,Novel,Nabani,দৈ- মিষ্টি আমি সঙ্গে করিয়া নিয়া আসিব।

Humayun Ahmed,Novel,Nabani,মুখ দেখার পর জামাইকে সেলামী হিসেবে এক হাজার টাকা দিলেই চলিবে।

Humayun Ahmed,Novel,Nabani,আমি একটি স্বর্ণের আঙটি প্রস্তুত করাইয়া রাখিয়াছি।

Humayun Ahmed,Novel,Nabani,স্যুটের কাপড় দিতে পারিলে ভাল হইত।

Humayun Ahmed,Novel,Nabani,"আমি সন্ধানে আছি, ভাল কাপড় পাওয়া গেলে নিয়া আসিব।"

Humayun Ahmed,Novel,Nabani,নবনীকে চোখে-চোখে রাখিবে।

Humayun Ahmed,Novel,Nabani,যদিও জানি ইহার কোন প্রয়োজন নাই ।

Humayun Ahmed,Novel,Nabani,তাহাকে ভালভাবে বুঝাইবে।

Humayun Ahmed,Novel,Nabani,অতীত নিয়া সে যেন চিন্তা না করে।

Humayun Ahmed,Novel,Nabani,গতস্য শোচনা নাস্তি।

Humayun Ahmed,Novel,Nabani,আমি নিজেও তাহার সঙ্গে কিছু কথা বলিব।

Humayun Ahmed,Novel,Nabani,গায়ে হলুদের একটা ব্যাপার আছে ইহা মোটেই গুরুত্বপূর্ণ নহে।

Humayun Ahmed,Novel,Nabani,"গায়ে হলুদ হিন্দুয়ানী ব্যাপার, তবুও যেহেতু ইহা মেয়েদের একটা শখের ব্যাপার সেহেতু নিজেরা নিজেরা গায়ে-হুলদের ব্যবস্থা নিবে।"

Humayun Ahmed,Novel,Nabani,কাহাকেও কিছু জানাইবার কোনই প্রয়োজন নাই।

Humayun Ahmed,Novel,Nabani,আসল কথা গোপনীয়তা।

Humayun Ahmed,Novel,Nabani,কেহ কিছু জানিবার আগেই কার্য সমাধা করিতে হইবে।

Humayun Ahmed,Novel,Nabani,"আল্লাহ্ সহায় অসুবিধা হইবে না ।"

Humayun Ahmed,Novel,Nabani,নব-বিবাহিত দম্পতি যেহেতু তোমাদের বাড়িতেই রাত্রিযাপন করিবে সেহেতু তাহাদের জন্যে একটা ঘর আলাদা রাখিবে।

Humayun Ahmed,Novel,Nabani,খাটে বিছাইবার জন্যে আমি একটা ভেলভেটের চাদর সঙ্গে নিয়া আসিতেছি।

Humayun Ahmed,Novel,Nabani,বরযাত্রীরা রাতে কোথায় থাকিবে তা নিয়াও দুঃশ্চিন্তাগ্রস্ত হইবে না।

Humayun Ahmed,Novel,Nabani,পাবলিক হেলথের ডাকবাংলোয় আমি তিনটি ঘরের ব্যবস্থা করিয়া রাখিয়াছি।

Humayun Ahmed,Novel,Nabani,শুভ কার্যের পর পরই তাহাদের সেখানে নিয়া যাইব।

Humayun Ahmed,Novel,Nabani,বাকি আল্লাহপাকের ইচ্ছা ।

Humayun Ahmed,Novel,Nabani,অতপর তোমাদের সংবাদ কি?

Humayun Ahmed,Novel,Nabani,আমার স্ত্রীর শরীর ভাল যাইতেছে না।

Humayun Ahmed,Novel,Nabani,সে বলিতে গেলে শয্যাশায়ী।

Humayun Ahmed,Novel,Nabani,শরীর খারাপের জন্য মন-মিজাজেরও ঠিক- ঠিকানা নাই।

Humayun Ahmed,Novel,Nabani,চিৎকার ও হৈ-চৈ করিয়া সবার জীবন সে অতিষ্ঠ করিয়া তুলিয়াছে।

Humayun Ahmed,Novel,Nabani,তাহাকে সঙ্গে আনা ঠিক হইবে না।

Humayun Ahmed,Novel,Nabani,আমি একাই আসিব।

Humayun Ahmed,Novel,Nabani,"যাহা হউক, শুভ কাজ যেন নির্বিঘ্নে সম্পন্ন হয় সে জন্যে তোমরা আল্লাহপাকের দরবারে ক্রমাগত প্রার্থনা করিতে থাক।"

Humayun Ahmed,Novel,Nabani,আর বিশেষ কি লিখিব।

Humayun Ahmed,Novel,Nabani,দোয়া গো।

Humayun Ahmed,Novel,Nabani,আমি চিঠি মা'র হাতে ফেরত দিলাম।

Humayun Ahmed,Novel,Nabani,"মা আগ্রহ নিয়ে বললেন, সবটা পড়েছিস ?"

Humayun Ahmed,Novel,Nabani,"আমি বললাম, হ্যাঁ।"

Humayun Ahmed,Novel,Nabani,"বাবা হৃষ্টচিত্তে বললেন, তোর বড় মামার কাজ সব গোছানো।"

Humayun Ahmed,Novel,Nabani,কোন ফাঁক নেই।

Humayun Ahmed,Novel,Nabani,ভেরী প্রাকটিক্যাল ম্যান।

Humayun Ahmed,Novel,Nabani,ভেরী ডিপেনডেবল।

Humayun Ahmed,Novel,Nabani,উনার ব্যবস্থা দেখেছিস?

Humayun Ahmed,Novel,Nabani,আগে থেকে কিছু বলবে না।

Humayun Ahmed,Novel,Nabani,সব ঠিকঠাক করে তারপর বলবে।

Humayun Ahmed,Novel,Nabani,"মিনু, আরেক কাপ চা দাও দেখি।"

Humayun Ahmed,Novel,Nabani,আজকের বড়াগুলোও হয়েছে মারাত্মক।

Humayun Ahmed,Novel,Nabani,মাখনের মত মোলায়েম।

Humayun Ahmed,Novel,Nabani,মুখে দেবার আগেই গলে যাচ্ছে।

Humayun Ahmed,Novel,Nabani,"নবনী, তোর জন্যে দু'টা রেখে দিয়েছি, খা।"

Humayun Ahmed,Novel,Nabani,"তুই একটা নে, ইরাকে একটা দে।"

Humayun Ahmed,Novel,Parapar,ঢাকা শহরে ঘুঘুর ডাক শোনার কথা না ।

Humayun Ahmed,Novel,Parapar,কেউ কোনোদিন শুনেছে বলেও শুনি নি।

Humayun Ahmed,Novel,Parapar,"ঘুঘু শহর পছন্দ করে না, লোকজন পছন্দ করে না।"

Humayun Ahmed,Novel,Parapar,তাদের পছন্দ গ্রামের শান্ত দুপুর।

Humayun Ahmed,Novel,Parapar,তারপরেও কী যে হয়েছে - আমি ঘুঘুর ডাক শুনছি।

Humayun Ahmed,Novel,Parapar,"বাংলাবাজার যাচ্ছিলাম, গুলিস্তানে ট্রাফিক জ্যামে পড়লাম।"

Humayun Ahmed,Novel,Parapar,"রিকশা, টেম্পো, বাস, ঠেলাগাড়ি সবকিছু মিলিয়ে দেখতে দেখতে জট পাকিয়ে গেল।"

Humayun Ahmed,Novel,Parapar,এক্কেবারে কঠিন গিট্টু।

Humayun Ahmed,Novel,Parapar,হতাশ হয়ে রিকশায় বসে আছি আর ভাবছি--- আধুনিক মানুষের একজোড়া পাখা থাকলে ভালো হতো।

Humayun Ahmed,Novel,Parapar,জটিল ট্রাফিক জ্যামের সময় তারা উড়ে যেতে পারত ।

Humayun Ahmed,Novel,Parapar,ঠিক এই রকম হতাশা- জর্জরিত সময়ে ঘুঘু পাখির ডাক শুনলাম।

Humayun Ahmed,Novel,Parapar,"সেই অতি পরিচিত শান্ত বিলম্বিত টানা-টানা সুর, যা শুনলে মুহূর্তের মধ্যে বুকের মধ্যে মোচড় দিয়ে ওঠে।"

Humayun Ahmed,Novel,Parapar,মানুষের শরীরের ভেতরে যে আরেকটি শরীর আছে তার মধ্যে কাঁপন ধরেআমি হতচকিত ভঙ্গিতে এদিক-ওদিক তাকালাম।

Humayun Ahmed,Novel,Parapar,এমন কি হতে পারে যে কেউ খাঁচায় করে পাখি নিয়ে যাচ্ছে সেই পাখি ডেকে উঠল ?

Humayun Ahmed,Novel,Parapar,ইদানীং ঢাকার লোকদের পাখি-পোয়া অভ্যাসে ধরেছে নীলক্ষেতে বিরাট পাখির বাজার ।

Humayun Ahmed,Novel,Parapar,ট্রাফিক জট কমছে না।

Humayun Ahmed,Novel,Parapar,জট কমানোর চেষ্টাও কেউ করছে না।

Humayun Ahmed,Novel,Parapar,রোগা ধরনের এক ট্রাফিক পুলিশ দূরে দাঁড়িয়ে বাদামওয়ালার সঙ্গে কথাবার্তা বলছে।

Humayun Ahmed,Novel,Parapar,এখানে যে কঠিন অবস্থা তা সে জানে বলেও মনে হচ্ছে না।

Humayun Ahmed,Novel,Parapar,এই তো দেখি সে বাদাম কিনছে।

Humayun Ahmed,Novel,Parapar,"এক ঠোঙা বাদাম, একটু ঝাল লবণ।"

Humayun Ahmed,Novel,Parapar,যতই সময় যাচ্ছে অবস্থা জটিল হয়ে আসছে।

Humayun Ahmed,Novel,Parapar,সবাই কিন্তু নির্বিকার— ‘যা হবার হোক এমন এক ভঙ্গি।

Humayun Ahmed,Novel,Parapar,কারো মধ্যেই কোনো অস্থিরতা নেই ।

Humayun Ahmed,Novel,Parapar,আমার রিকশা ঘেঁসে একটা মাইক্রোবাস দাঁড়িয়ে।

Humayun Ahmed,Novel,Parapar,মাইক্রোবাসের পর্দা টেনে দেয়া।

Humayun Ahmed,Novel,Parapar,ভেতরের যাত্রীদের কাউকে দেখা যাচ্ছে না।

Humayun Ahmed,Novel,Parapar,মাইক্রোবাসের ড্রাইভারকে শুধু দেখছি।

Humayun Ahmed,Novel,Parapar,মনে হলো সে খুব মজা পাচ্ছে।

Humayun Ahmed,Novel,Parapar,"একবার সে উঁচু গলায় বলল, লাগছে গিট্টু ।"

Humayun Ahmed,Novel,Parapar,চড়চড় করে রোদ বাড়ছে।

Humayun Ahmed,Novel,Parapar,আশ্বিন মাসে খুব ঝাঁজালো রোদ ওঠে।

Humayun Ahmed,Novel,Parapar,বাতাস থাকে মধুর।

Humayun Ahmed,Novel,Parapar,"আজ বাতাস নেই, শুধুই রোদ।"

Humayun Ahmed,Novel,Parapar,"রোদের সঙ্গে ঘামের গন্ধ, ঘামের গন্ধের সঙ্গে পেট্রোলের গন্ধ, পেট্রোলের গন্ধের সঙ্গে ঘুঘুর ডাক ঘু-ঘু-ঘু।"

Humayun Ahmed,Novel,Parapar,মিলছে না একেবারেই মিলছে না।

Humayun Ahmed,Novel,Parapar,"Something is wrong. আমি রিকশাওয়ালাকে বললাম, পাখি ডাকছে নাকি ?"

Humayun Ahmed,Novel,Parapar,আমার রিকশাওয়ালা বিরক্তমুখে আমার দিকে তাকাল।

Humayun Ahmed,Novel,Parapar,অর্থাৎ ঘুঘু ডাকছে না।

Humayun Ahmed,Novel,Parapar,কিংবা ডাকলেও সে শুনছে না।

Humayun Ahmed,Novel,Parapar,সবাই সবকিছু শুনতে পায় না।

Humayun Ahmed,Novel,Parapar,"তাছাড়া রাস্তায় যারা জীবনযাপন করে গাড়ির হর্ন শুনতে শুনতে তাদের কান নষ্ট হয়ে
যায়।"

Humayun Ahmed,Novel,Parapar,মাইক্রোবাসের পর্দা সরে গেল।

Humayun Ahmed,Novel,Parapar,একজন পান খাওয়া মহিলা চোখ বড় বড় করে আমাকে দেখছেন।

Humayun Ahmed,Novel,Parapar,ভদ্রমহিলার সিঁথির চুল পাকা।

Humayun Ahmed,Novel,Parapar,এছাড়া তাঁর মুখে বয়সের কোনো চিহ্ন নেই।

Humayun Ahmed,Novel,Parapar,চুল পাকা না থাকলে অনায়াসে তাঁকে ৩০/৩২ বছরের তরুণী বলে চালানো যেত'।

Humayun Ahmed,Novel,Parapar,তিনি জানালার পর্দা সরিয়েছেন পানের পিক ফেলার জন্যে।

Humayun Ahmed,Novel,Parapar,"অনেকখানি মাথা বের করে একগাদা পানের পিক ফেলে হাসিমুখে আমার দিকে তাকিয়ে বললেন, তুই হিমু না ?"

Humayun Ahmed,Novel,Parapar,"আমি জবাব দিলাম না, কারণ ভদ্রমহিলাকে আমি চিনতে পারছি না।"

Humayun Ahmed,Novel,Parapar,আমার অতি দূরের কোনো আত্মীয় হবেন।

Humayun Ahmed,Novel,Parapar,মেয়েরা অতি দূরের আত্মীয়কে কাছের মানুষ প্রমাণ করার জন্যে চট করে তুই বলে ।

Humayun Ahmed,Novel,Parapar,"কী রে, কথা বলছিস না কেন ?"

Humayun Ahmed,Novel,Parapar,তুই কি হিমু ?

Humayun Ahmed,Novel,Parapar,হ্যাঁ ।

Humayun Ahmed,Novel,Parapar,আমাকে চিনতে পারছিস ?

Humayun Ahmed,Novel,Parapar,না ।

Humayun Ahmed,Novel,Parapar,আমি আলেয়া খালা।

Humayun Ahmed,Novel,Parapar,এখন চিনেছিস ?

Humayun Ahmed,Novel,Parapar,আলেয়া নামে কাউকে চিনি বলে মনে পড়ল না।

Humayun Ahmed,Novel,Parapar,"একজন আলেয়াকেই চিনতাম, সে সিরাজউদ্দৌলা নাটকের নর্তকী।"

Humayun Ahmed,Novel,Parapar,"সিরাজউদ্দৌলা পলাশীর আম্রকাননে তাঁর বিখ্যাত যুদ্ধ যাত্রার আগে আলেয়ার কাছ থেকে বিদায় নিতে গেলেন, আলেয়া তখন গান ধরল— 'পথহারা পাখি, কেঁদে ফিরে একা'।"

Humayun Ahmed,Novel,Parapar,"হিমু, তুই এখানে কী করছিস ?"

Humayun Ahmed,Novel,Parapar,রিকশার সিটের উপর বসে আছি।

Humayun Ahmed,Novel,Parapar,সে তো দেখতেই পাচ্ছি।

Humayun Ahmed,Novel,Parapar,যাচ্ছিস কোথায় ?

Humayun Ahmed,Novel,Parapar,"যখন রিকশায় উঠেছিলাম, তখন একটা গন্তব্য ছিল।"

Humayun Ahmed,Novel,Parapar,"এখন নিজেও ভুলে আমার সঙ্গে ফাজলামি করছিস কেন ?"

Humayun Ahmed,Novel,Parapar,আমি তোর খালা না ?

Humayun Ahmed,Novel,Parapar,"আয়, কোথায় উঠে আসব ?"

Humayun Ahmed,Novel,Parapar,বাসে উঠে আয় ।

Humayun Ahmed,Novel,Parapar,গরমে সিদ্ধ হবি না কি ?

Humayun Ahmed,Novel,Parapar,"তুই যেখানে যাবি, নামিয়ে দেব।"

Humayun Ahmed,Novel,Parapar,রিকশা ভাড়া মিটিয়ে উঠে আয় ।

Humayun Ahmed,Novel,Parapar,আমি কথা বাড়ালাম না।

Humayun Ahmed,Novel,Parapar,রিকশাওয়ালাকে ভাড়া মিটিয়ে মাইক্রোবাসে উঠে পড়লাম।

Humayun Ahmed,Novel,Parapar,"রিকশাওয়ালাকে দেখে মনে হলো, সে অত্যন্ত অপমানিত বোধ করছে।"

Humayun Ahmed,Novel,Parapar,"অপমানিত বোধ করারই কথা, তার রিকশাকে ছোট করা হয়েছে।"

Humayun Ahmed,Novel,Parapar,মাইক্রোবাসে ঢুকে মনে হলো— ছোটখাটো একটা চলন্ত বেহেশতে ঢুকে পড়েছি।

Humayun Ahmed,Novel,Parapar,"এয়ারকন্ডিশান্ড গাড়ি, এয়ারকন্ডিশনার চালু আছে।"

Humayun Ahmed,Novel,Parapar,শীত-শীত ভাব।

Humayun Ahmed,Novel,Parapar,মাইক্রোবাসটার ছাদের একটা অংশ কাচের।

Humayun Ahmed,Novel,Parapar,ভেতরে বসে আকাশ দেখা যাচ্ছে।

Humayun Ahmed,Novel,Parapar,ছয়জনের বসার জায়গা।

Humayun Ahmed,Novel,Parapar,প্রতিটি সিট আলাদা।

Humayun Ahmed,Novel,Parapar,সিটগুলো ঘূর্ণায়মান।

Humayun Ahmed,Novel,Parapar,যেদিকে ইচ্ছা সেদিকে ঘুরানো যায়।

Humayun Ahmed,Novel,Parapar,ভদ্রমহিলা একা যাচ্ছেন না।

Humayun Ahmed,Novel,Parapar,"তাঁর সঙ্গে তাঁর মেয়ে, চেহারা দেখে সে রকমই মনে হচ্ছে, তবে চেহারা পুরো দেখা যাচ্ছে না, গাঢ় সানগ্লাসে মুখের পুরোটাই প্রায় ঢাকা।"

Humayun Ahmed,Novel,Parapar,মেয়েটির কোলের উপর একটা বই।

Humayun Ahmed,Novel,Parapar,সানগ্লাস পরে এর আগে আমি কাউকে পড়তে দেখি নি।

Humayun Ahmed,Novel,Parapar,"ভদ্রমহিলা তাঁর মেয়ের দিকে তাকিয়ে আগ্রহ নিয়ে বললেন, ও খুকি, এ হচ্ছে হিমু।"

Humayun Ahmed,Novel,Parapar,খুব ভালো হাত দেখতে পারে।

Humayun Ahmed,Novel,Parapar,হাত দেখাবি ?

Humayun Ahmed,Novel,Parapar,"খুকি কোনোরকম উৎসাহ দেখানো দূরে থাকুক, বই থেকে চোখ পর্যন্ত তুলল না ।"

Humayun Ahmed,Novel,Parapar,এটা বড় ধরনের অভদ্রতা।

Humayun Ahmed,Novel,Parapar,তবে রূপবতীদের সব অভদ্রতা ক্ষমা করা যায় ।

Humayun Ahmed,Novel,Parapar,এরা অভদ্র হবে এটাই স্বাভাবিক।

Humayun Ahmed,Novel,Parapar,এরা ভদ্র হলে অস্বস্তি লাগে।

Humayun Ahmed,Novel,Parapar,"কী রে খুকি, হাত দেখাবি ?"

Humayun Ahmed,Novel,Parapar,বসেই তো আছিস।

Humayun Ahmed,Novel,Parapar,দেখা না।

Humayun Ahmed,Novel,Parapar,"হিমু চট করে দেখে ফেলবে।"

Humayun Ahmed,Novel,Parapar,"খুকি বরফশীতল গলায় বলল, কেন বিরক্ত করছ ?"

Humayun Ahmed,Novel,Parapar,"আলেয়া খালা নিজের হাত বাড়িয়ে বললেন, হিমু, আমার হাতটা দেখে দে তো ।"

Humayun Ahmed,Novel,Parapar,মন দিয়ে দেখবি ।

Humayun Ahmed,Novel,Parapar,খুকি চোখ তুলে এক পলকের জন্যে মার মুখ দেখে আবার বই পড়তে শুরু করল।

Humayun Ahmed,Novel,Parapar,এই এক পলকের দৃষ্টিতেই তার মার ভস্ম হয়ে যাবার কথা।

Humayun Ahmed,Novel,Parapar,কালো চশমার কারণে হয়তো ভস্ম হলেন না ।

Humayun Ahmed,Novel,Parapar,"আমি বললাম, খালা, আমি হাত দেখা ছেড়ে দিয়েছি।"

Humayun Ahmed,Novel,Parapar,সে কী!

Humayun Ahmed,Novel,Parapar,মিথ্যা বানিয়ে বানিয়ে বলতাম।

Humayun Ahmed,Novel,Parapar,মিথ্যা বলতে বলতে এক সময় নিজের উপর ঘেন্না ধরে গেল ।

Humayun Ahmed,Novel,Parapar,"তারপর ঠিক করলাম, আর না, যথেষ্ট হয়েছে।"

Humayun Ahmed,Novel,Parapar,বাজে কথা রেখে হাতটা দেখ তো ।

Humayun Ahmed,Novel,Parapar,"আমি সঙ্গে সঙ্গে তাঁর দুই হাতের দিকে তীক্ষ্ণ দৃষ্টিতে তাকিয়ে গম্ভীর গলায় বললাম, আপনার সামনে একটা ভয়াবহ দুর্যোগ।"

Humayun Ahmed,Novel,Parapar,পারিবারিক সমস্যা।

Humayun Ahmed,Novel,Parapar,অসম বিবাহঘটিত সমস্যা।

Humayun Ahmed,Novel,Parapar,ভদ্রমহিলা তাঁর মেয়ের দিকে তাকালেন।

Humayun Ahmed,Novel,Parapar,"ভদ্রমহিলার চোখের দৃষ্টি বলে দিচ্ছে, এই তো হয়েছে।"

Humayun Ahmed,Novel,Parapar,"মেয়ের দিকে তাকানোর অর্থ হচ্ছে, মেয়েকে ইশারায় বলা— কী, বলেছিলাম না ভালো হাত দেখে।"

Humayun Ahmed,Novel,Parapar,দেখলি তো?

Humayun Ahmed,Novel,Parapar,হাতেনাতে প্রমাণ ।

Humayun Ahmed,Novel,Parapar,"আমি বললাম, দুর্যোগ হঠাৎ উপস্থিত হয়েছে।"

Humayun Ahmed,Novel,Parapar,"ভদ্রমহিলা বললেন, হঠাৎ মানে কবে ?"

Humayun Ahmed,Novel,Parapar,ধরুন এক মাস।

Humayun Ahmed,Novel,Parapar,তবে দুর্যোগ আপনারা সামলাতে পারছেন না।

Humayun Ahmed,Novel,Parapar,আরো জটিল করে ফেলছেন।

Humayun Ahmed,Novel,Parapar,ভদ্রমহিলা আবারো মেয়ের দিকে তাকালেন।

Humayun Ahmed,Novel,Parapar,"চোখের ইশারায় আবারো বললেন, দেখলি কত বড় পামিস্ট ?"

Humayun Ahmed,Novel,Parapar,মেয়েটি হাতের বই মুড়ে রাখল।

Humayun Ahmed,Novel,Parapar,চোখ থেকে চশমা খুলে ফেলে পূর্ণ দৃষ্টিতে আমার দিকে তাকাল ।

Humayun Ahmed,Novel,Parapar,"আমি নিঃসন্দেহে হলাম, এই মেয়ে, মানুষ না ।"

Humayun Ahmed,Novel,Parapar,এ হলো হুর।

Humayun Ahmed,Novel,Parapar,এদের শুধু বেহেশতেই পাওয়া যায়।

Humayun Ahmed,Novel,Parapar,"এরা বেহেশতের সঙ্গিনী |And there will be companionsWith beautiful, bigAnd lustrous eyes.এই মেয়েটির চোখ— big, beautiful and lustrous. আমি ভাবলাম, মেয়েটা কিছু বলবে বোধহয় — ভঙ্গিটা সে রকম।"

Humayun Ahmed,Novel,Parapar,সে শেষ মুহূর্তে নিজেকে সামলে নিল।

Humayun Ahmed,Novel,Parapar,"আবার কালো চশমা পরল, বই পড়তে শুরু করল।"

Humayun Ahmed,Novel,Parapar,এটা কি বিশেষ কোনো বই যা সানগ্লাস ছাড়া পড়া যায় না ?

Humayun Ahmed,Novel,Parapar,"আলেয়া খালা বললেন, এই সমস্যাটা কখন মিটবে ?"

Humayun Ahmed,Novel,Parapar,মিটবে না।

Humayun Ahmed,Novel,Parapar,"তিনি হাহাকার করে উঠলেন, কী বলছিস তুই!"

Humayun Ahmed,Novel,Parapar,মিটবে না মানে ?

Humayun Ahmed,Novel,Parapar,"আমি নির্বিকার ভঙ্গিতে বললাম, এই সমস্যা মেটার নয়।"

Humayun Ahmed,Novel,Parapar,সমস্যা বাড়তে বাড়তে এক্সপ্লোশান লিমিটে চলে আসবে।

Humayun Ahmed,Novel,Parapar,এই সমস্যায় একটি বাচ্চা মেয়ে জড়িত।

Humayun Ahmed,Novel,Parapar,মেয়েটির মৃত্যুযোগ আছে।

Humayun Ahmed,Novel,Parapar,"সে মারা গেলে হয়তোবা সমস্যা মিটে যাবে।"

Humayun Ahmed,Novel,Parapar,আলেয়া খালা হতভম্ব হয়ে তাকিয়ে রইলেন ।

Humayun Ahmed,Novel,Parapar,"সানগ্লাস পরা বেহেশতের পরী এতক্ষণে আমার দিকে তাকিয়ে বললেন, এইসব তথ্য আপনি আমার মার হাতে লেখা দেখতে পেলেন ?"

Humayun Ahmed,Novel,Parapar,জি না ।

Humayun Ahmed,Novel,Parapar,আমি বলেছি ইনটুশন থেকে ।

Humayun Ahmed,Novel,Parapar,আমার ইনটুশন প্রবল ।

Humayun Ahmed,Novel,Parapar,যে মেয়েটির কথা বললাম সে বোধহয় আপনার মেয়ে ?

Humayun Ahmed,Novel,Parapar,খুকি জবাব দিল না।

Humayun Ahmed,Novel,Parapar,মাইক্রোবাস নড়ে উঠল।

Humayun Ahmed,Novel,Parapar,জ্যাম কমেছে।

Humayun Ahmed,Novel,Parapar,গাড়ি চলতে শুরু করেছে।

Humayun Ahmed,Novel,Parapar,গাড়ির সামনে একটা ঠেলাগাড়ি আছে বলে গাড়িটাকে শম্বুক গতিতে এগুতে হচ্ছে।

Humayun Ahmed,Novel,Parapar,"আমি উঠে দাঁড়িয়ে বললাম, যাই ।"

Humayun Ahmed,Novel,Parapar,ভদ্রমহিলা তখনো নিজেকে সামলাতে পারেন নি।

