novel_name,tokenized_sentence
Nabani,আল্লা চাহেত ঐ রাতেই শুভবিবাহ সুসম্পন্ন হইবে।
Nabani,পরদিন প্রাতে তাহারা নববধূ নিয়া ঢাকা যাত্রা করিবে।
Nabani,"আমি এই সংবাদ তোমাদের শেষ সময়ে দিতেছি, কারণ আমি চাহি না তোমরা এই সংবাদ নিয়া হৈ-চৈ শুরু কর ।"
Nabani,"পাড়া প্রতিবেশী, নিকটজন, পরজন কেহই যেন কিছুই না জানে।"
Nabani,"শুভকর্ম আগে সমাধা হোক, তখন সবাই জানিবে।"
Nabani,দশজনের মত লোকের খাবার আয়োজন করিয়া রাখিবে।
Nabani,মোজাম্মেল সাহেবকে বলিয়া তাঁহার জীপ গাড়িটি ইস্টিশনে রাখিবার ব্যবস্থা করিবে।
Nabani,বিবাহ-সংক্রান্ত কোন আলাপ তাঁহার সঙ্গে করিবার প্রয়োজন নাই।
Nabani,অসীম গোপনীয়তা কাম্য ।
Nabani,বিবাহ পড়াইবার কাজী আমি সঙ্গে নিয়া আসিব।
Nabani,বিবাহ রেজিস্ট্রি হইবে ময়মনসিংহ শহরে।
Nabani,"খাওয়া-দাওয়ার আয়োজনের মধ্যে পোলাও, কোরমা, ঝাল গোশত, মুরগির রোস্ট রাখিবে।"
Nabani,চিকন চালের সাদা ভাত যেন থাকে।
Nabani,মুরব্বী কেহ থাকিলে সাদা ভাতই পছন্দ করিবেন।
Nabani,আমি বড় মাছ নিয়া আসার চেষ্টা করিব।
Nabani,মেছুনীকে বড় মাছের কথা বলিয়া রাখিয়াছি।
Nabani,ভাত এবং পোলাও বরযাত্রী আসার পর রাঁধিবে।
Nabani,দৈ-মিষ্টির ব্যবস্থা করার প্রয়োজন নাই ।
Nabani,দৈ- মিষ্টি আমি সঙ্গে করিয়া নিয়া আসিব।
Nabani,মুখ দেখার পর জামাইকে সেলামী হিসেবে এক হাজার টাকা দিলেই চলিবে।
Nabani,আমি একটি স্বর্ণের আঙটি প্রস্তুত করাইয়া রাখিয়াছি।
Nabani,স্যুটের কাপড় দিতে পারিলে ভাল হইত।
Nabani,"আমি সন্ধানে আছি, ভাল কাপড় পাওয়া গেলে নিয়া আসিব।"
Nabani,নবনীকে চোখে-চোখে রাখিবে।
Nabani,যদিও জানি ইহার কোন প্রয়োজন নাই ।
Nabani,তাহাকে ভালভাবে বুঝাইবে।
Nabani,অতীত নিয়া সে যেন চিন্তা না করে।
Nabani,গতস্য শোচনা নাস্তি।
Nabani,আমি নিজেও তাহার সঙ্গে কিছু কথা বলিব।
Nabani,গায়ে হলুদের একটা ব্যাপার আছে ইহা মোটেই গুরুত্বপূর্ণ নহে।
Nabani,"গায়ে হলুদ হিন্দুয়ানী ব্যাপার, তবুও যেহেতু ইহা মেয়েদের একটা শখের ব্যাপার সেহেতু নিজেরা নিজেরা গায়ে-হুলদের ব্যবস্থা নিবে।"
Nabani,কাহাকেও কিছু জানাইবার কোনই প্রয়োজন নাই।
Nabani,আসল কথা গোপনীয়তা।
Nabani,কেহ কিছু জানিবার আগেই কার্য সমাধা করিতে হইবে।
Nabani,"আল্লাহ্ সহায় অসুবিধা
হইবে না ।"
Nabani,নব-বিবাহিত দম্পতি যেহেতু তোমাদের বাড়িতেই রাত্রিযাপন করিবে সেহেতু তাহাদের জন্যে একটা ঘর আলাদা রাখিবে।
Nabani,খাটে বিছাইবার জন্যে আমি একটা ভেলভেটের চাদর সঙ্গে নিয়া আসিতেছি।
Nabani,বরযাত্রীরা রাতে কোথায় থাকিবে তা নিয়াও দুঃশ্চিন্তাগ্রস্ত হইবে না।
Nabani,পাবলিক হেলথের ডাকবাংলোয় আমি তিনটি ঘরের ব্যবস্থা করিয়া রাখিয়াছি।
Nabani,শুভ কার্যের পর পরই তাহাদের সেখানে নিয়া যাইব।
Nabani,বাকি আল্লাহপাকের ইচ্ছা ।
Nabani,অতপর তোমাদের সংবাদ কি?
Nabani,আমার স্ত্রীর শরীর ভাল যাইতেছে না।
Nabani,সে বলিতে গেলে শয্যাশায়ী।
Nabani,শরীর খারাপের জন্য মন-মিজাজেরও ঠিক- ঠিকানা নাই।
Nabani,চিৎকার ও হৈ-চৈ করিয়া সবার জীবন সে অতিষ্ঠ করিয়া তুলিয়াছে।
Nabani,তাহাকে সঙ্গে আনা ঠিক হইবে না।
Nabani,আমি একাই আসিব।
Nabani,"যাহা হউক, শুভ কাজ যেন নির্বিঘ্নে সম্পন্ন হয় সে জন্যে তোমরা আল্লাহপাকের দরবারে ক্রমাগত প্রার্থনা করিতে থাক।"
Nabani,আর বিশেষ কি লিখিব।
Nabani,দোয়া গো।
Nabani,আমি চিঠি মা'র হাতে ফেরত দিলাম।
Nabani,"মা আগ্রহ নিয়ে বললেন, সবটা পড়েছিস ?"
Nabani,"আমি বললাম, হ্যাঁ।"
Nabani,"বাবা হৃষ্টচিত্তে বললেন, তোর বড় মামার কাজ সব গোছানো।"
Nabani,কোন ফাঁক নেই।
Nabani,ভেরী প্রাকটিক্যাল ম্যান।
Nabani,ভেরী ডিপেনডেবল।
Nabani,উনার ব্যবস্থা দেখেছিস?
Nabani,আগে থেকে কিছু বলবে না।
Nabani,সব ঠিকঠাক করে তারপর বলবে।
Nabani,"মিনু, আরেক কাপ চা দাও দেখি।"
Nabani,আজকের বড়াগুলোও হয়েছে মারাত্মক।
Nabani,মাখনের মত মোলায়েম।
Nabani,মুখে দেবার আগেই গলে যাচ্ছে।
Nabani,"নবনী, তোর জন্যে দু'টা রেখে দিয়েছি, খা।"
Nabani,"তুই একটা নে, ইরাকে একটা দে।"
Parapar,ঢাকা শহরে ঘুঘুর ডাক শোনার কথা না ।
Parapar,কেউ কোনোদিন শুনেছে বলেও শুনি নি।
Parapar,"ঘুঘু শহর পছন্দ করে না, লোকজন পছন্দ করে না।"
Parapar,তাদের পছন্দ গ্রামের শান্ত দুপুর।
Parapar,তারপরেও কী যে হয়েছে - আমি ঘুঘুর ডাক শুনছি।
Parapar,"বাংলাবাজার যাচ্ছিলাম, গুলিস্তানে ট্রাফিক জ্যামে পড়লাম।"
Parapar,"রিকশা, টেম্পো, বাস, ঠেলাগাড়ি সবকিছু মিলিয়ে দেখতে দেখতে জট পাকিয়ে গেল।"
Parapar,এক্কেবারে কঠিন গিট্টু।
Parapar,হতাশ হয়ে রিকশায় বসে আছি আর ভাবছি--- আধুনিক মানুষের একজোড়া পাখা থাকলে ভালো হতো।
Parapar,জটিল ট্রাফিক জ্যামের সময় তারা উড়ে যেতে পারত ।
Parapar,ঠিক এই রকম হতাশা- জর্জরিত সময়ে ঘুঘু পাখির ডাক শুনলাম।
Parapar,"সেই অতি পরিচিত শান্ত বিলম্বিত টানা-টানা সুর, যা শুনলে মুহূর্তের মধ্যে বুকের মধ্যে মোচড় দিয়ে ওঠে।"
Parapar,মানুষের শরীরের ভেতরে যে আরেকটি শরীর আছে তার মধ্যে কাঁপন ধরেআমি হতচকিত ভঙ্গিতে এদিক-ওদিক তাকালাম।
Parapar,এমন কি হতে পারে যে কেউ খাঁচায় করে পাখি নিয়ে যাচ্ছে সেই পাখি ডেকে উঠল ?
Parapar,ইদানীং ঢাকার লোকদের পাখি-পোয়া অভ্যাসে ধরেছে নীলক্ষেতে বিরাট পাখির বাজার ।
Parapar,ট্রাফিক জট কমছে না।
Parapar,জট কমানোর চেষ্টাও কেউ করছে না।
Parapar,রোগা ধরনের এক ট্রাফিক পুলিশ দূরে দাঁড়িয়ে বাদামওয়ালার সঙ্গে কথাবার্তা বলছে।
Parapar,এখানে যে কঠিন অবস্থা তা সে জানে বলেও মনে হচ্ছে না।
Parapar,এই তো দেখি সে বাদাম কিনছে।
Parapar,"এক ঠোঙা বাদাম, একটু ঝাল লবণ।"
Parapar,12যতই সময় যাচ্ছে অবস্থা জটিল হয়ে আসছে।
Parapar,সবাই কিন্তু নির্বিকার— ‘যা হবার হোক এমন এক ভঙ্গি।
Parapar,কারো মধ্যেই কোনো অস্থিরতা নেই ।
Parapar,আমার রিকশা ঘেঁসে একটা মাইক্রোবাস দাঁড়িয়ে।
Parapar,মাইক্রোবাসের পর্দা টেনে দেয়া।
Parapar,ভেতরের যাত্রীদের কাউকে দেখা যাচ্ছে না।
Parapar,মাইক্রোবাসের ড্রাইভারকে শুধু দেখছি।
Parapar,মনে হলো সে খুব মজা পাচ্ছে।
Parapar,"একবার সে উঁচু গলায় বলল, লাগছে গিট্টু ।"
Parapar,চড়চড় করে রোদ বাড়ছে।
Parapar,আশ্বিন মাসে খুব ঝাঁজালো রোদ ওঠে।
Parapar,বাতাস থাকে মধুর।
Parapar,"আজ বাতাস নেই, শুধুই রোদ।"
Parapar,"রোদের সঙ্গে ঘামের গন্ধ, ঘামের গন্ধের সঙ্গে পেট্রোলের গন্ধ, পেট্রোলের গন্ধের সঙ্গে ঘুঘুর ডাক ঘু-ঘু-ঘু।"
Parapar,মিলছে না একেবারেই মিলছে না।
Parapar,"Something is wrong. আমি রিকশাওয়ালাকে বললাম, পাখি ডাকছে নাকি ?"
Parapar,আমার রিকশাওয়ালা বিরক্তমুখে আমার দিকে তাকাল।
Parapar,অর্থাৎ ঘুঘু ডাকছে না।
Parapar,কিংবা ডাকলেও সে শুনছে না।
Parapar,সবাই সবকিছু শুনতে পায় না।
Parapar,"তাছাড়া রাস্তায় যারা জীবনযাপন করে গাড়ির হর্ন শুনতে শুনতে তাদের কান নষ্ট হয়ে
যায়।"
Parapar,মাইক্রোবাসের পর্দা সরে গেল।
Parapar,একজন পান খাওয়া মহিলা চোখ বড় বড় করে আমাকে দেখছেন।
Parapar,ভদ্রমহিলার সিঁথির চুল পাকা।
Parapar,এছাড়া তাঁর মুখে বয়সের কোনো চিহ্ন নেই।
Parapar,চুল পাকা না থাকলে অনায়াসে তাঁকে ৩০/৩২ বছরের তরুণী বলে চালানো যেত'।
Parapar,তিনি জানালার পর্দা সরিয়েছেন পানের পিক ফেলার জন্যে।
Parapar,"অনেকখানি মাথা বের করে একগাদা পানের পিক ফেলে হাসিমুখে আমার দিকে তাকিয়ে বললেন, তুই হিমু না ?"
Parapar,"আমি জবাব দিলাম না, কারণ ভদ্রমহিলাকে আমি চিনতে পারছি না।"
Parapar,আমার অতি দূরের কোনো আত্মীয় হবেন।
Parapar,মেয়েরা অতি দূরের আত্মীয়কে কাছের মানুষ প্রমাণ করার জন্যে চট করে তুই বলে ।
Parapar,"কী রে, কথা বলছিস না কেন ?"
Parapar,তুই কি হিমু ?
Parapar,হ্যাঁ ।
Parapar,আমাকে চিনতে পারছিস ?
Parapar,না ।
Parapar,আমি আলেয়া খালা।
Parapar,এখন চিনেছিস ?
Parapar,আলেয়া নামে কাউকে চিনি বলে মনে পড়ল না।
Parapar,"একজন আলেয়াকেই চিনতাম, সে সিরাজউদ্দৌলা নাটকের নর্তকী।"
Parapar,"সিরাজউদ্দৌলা পলাশীর আম্রকাননে তাঁর বিখ্যাত যুদ্ধ যাত্রার আগে আলেয়ার কাছ থেকে বিদায় নিতে গেলেন, আলেয়া তখন গান ধরল— 'পথহারা পাখি, কেঁদে ফিরে একা'।"
Parapar,"হিমু, তুই এখানে কী করছিস ?"
Parapar,রিকশার সিটের উপর বসে আছি।
Parapar,সে তো দেখতেই পাচ্ছি।
Parapar,যাচ্ছিস কোথায় ?
Parapar,"যখন রিকশায় উঠেছিলাম, তখন একটা গন্তব্য ছিল।"
Parapar,"এখন নিজেও ভুলে
আমার সঙ্গে ফাজলামি করছিস কেন ?"
Parapar,আমি তোর খালা না ?
Parapar,"আয়,
কোথায় উঠে আসব ?"
Parapar,বাসে উঠে আয় ।
Parapar,গরমে সিদ্ধ হবি না কি ?
Parapar,"তুই যেখানে যাবি, নামিয়ে দেব।"
Parapar,রিকশা ভাড়া মিটিয়ে উঠে আয় ।
Parapar,আমি কথা বাড়ালাম না।
Parapar,রিকশাওয়ালাকে ভাড়া মিটিয়ে মাইক্রোবাসে উঠে পড়লাম।
Parapar,"রিকশাওয়ালাকে দেখে মনে হলো, সে অত্যন্ত অপমানিত বোধ করছে।"
Parapar,"অপমানিত বোধ করারই কথা, তার রিকশাকে ছোট করা হয়েছে।"
Parapar,মাইক্রোবাসে ঢুকে মনে হলো— ছোটখাটো একটা চলন্ত বেহেশতে ঢুকে পড়েছি।
Parapar,"এয়ারকন্ডিশান্ড গাড়ি, এয়ারকন্ডিশনার চালু আছে।"
Parapar,শীত-শীত ভাব।
Parapar,মাইক্রোবাসটার ছাদের একটা অংশ কাচের।
Parapar,ভেতরে বসে আকাশ দেখা যাচ্ছে।
Parapar,ছয়জনের বসার জায়গা।
Parapar,প্রতিটি সিট আলাদা।
Parapar,সিটগুলো ঘূর্ণায়মান।
Parapar,যেদিকে ইচ্ছা সেদিকে ঘুরানো যায়।
Parapar,ভদ্রমহিলা একা যাচ্ছেন না।
Parapar,"তাঁর সঙ্গে তাঁর মেয়ে, চেহারা দেখে সে রকমই মনে হচ্ছে, তবে চেহারা পুরো দেখা যাচ্ছে না, গাঢ় সানগ্লাসে মুখের পুরোটাই প্রায় ঢাকা।"
Parapar,মেয়েটির কোলের উপর একটা বই।
Parapar,সানগ্লাস পরে এর আগে আমি কাউকে পড়তে দেখি নি।
Parapar,"ভদ্রমহিলা তাঁর মেয়ের দিকে তাকিয়ে আগ্রহ নিয়ে বললেন, ও খুকি, এ হচ্ছে হিমু।"
Parapar,খুব ভালো হাত দেখতে পারে।
Parapar,হাত দেখাবি ?
Parapar,"খুকি কোনোরকম উৎসাহ দেখানো দূরে থাকুক, বই থেকে চোখ পর্যন্ত তুলল না ।"
Parapar,এটা বড় ধরনের অভদ্রতা।
Parapar,তবে রূপবতীদের সব অভদ্রতা ক্ষমা করা যায় ।
Parapar,এরা অভদ্র হবে এটাই স্বাভাবিক।
Parapar,এরা ভদ্র হলে অস্বস্তি লাগে।
Parapar,"কী রে খুকি, হাত দেখাবি ?"
Parapar,বসেই তো আছিস।
Parapar,দেখা না।
Parapar,"হিমু চট করে
দেখে ফেলবে।"
Parapar,"খুকি বরফশীতল গলায় বলল, কেন বিরক্ত করছ ?"
Parapar,"আলেয়া খালা নিজের হাত বাড়িয়ে বললেন, হিমু, আমার হাতটা দেখে দে তো ।"
Parapar,মন দিয়ে দেখবি ।
Parapar,খুকি চোখ তুলে এক পলকের জন্যে মার মুখ দেখে আবার বই পড়তে শুরু করল।
Parapar,এই এক পলকের দৃষ্টিতেই তার মার ভস্ম হয়ে যাবার কথা।
Parapar,কালো চশমার কারণে হয়তো ভস্ম হলেন না ।
Parapar,"আমি বললাম, খালা, আমি হাত দেখা ছেড়ে দিয়েছি।"
Parapar,সে কী!
Parapar,মিথ্যা বানিয়ে বানিয়ে বলতাম।
Parapar,মিথ্যা বলতে বলতে এক সময় নিজের উপর ঘেন্না ধরে গেল ।
Parapar,"তারপর ঠিক করলাম, আর না, যথেষ্ট হয়েছে।"
Parapar,বাজে কথা রেখে হাতটা দেখ তো ।
Parapar,"আমি সঙ্গে সঙ্গে তাঁর দুই হাতের দিকে তীক্ষ্ণ দৃষ্টিতে তাকিয়ে গম্ভীর গলায় বললাম, আপনার সামনে একটা ভয়াবহ দুর্যোগ।"
Parapar,পারিবারিক সমস্যা।
Parapar,অসম বিবাহঘটিত সমস্যা।
Parapar,ভদ্রমহিলা তাঁর মেয়ের দিকে তাকালেন।
Parapar,"ভদ্রমহিলার চোখের দৃষ্টি বলে দিচ্ছে, এই তো হয়েছে।"
Parapar,"মেয়ের দিকে তাকানোর অর্থ হচ্ছে, মেয়েকে ইশারায় বলা— কী, বলেছিলাম না ভালো হাত দেখে।"
Parapar,দেখলি তো?
Parapar,হাতেনাতে প্রমাণ ।
Parapar,"আমি বললাম, দুর্যোগ হঠাৎ উপস্থিত হয়েছে।"
Parapar,"ভদ্রমহিলা বললেন, হঠাৎ মানে কবে ?"
Parapar,ধরুন এক মাস।
Parapar,তবে দুর্যোগ আপনারা সামলাতে পারছেন না।
Parapar,আরো জটিল করে ফেলছেন।
Parapar,ভদ্রমহিলা আবারো মেয়ের দিকে তাকালেন।
Parapar,"চোখের ইশারায় আবারো বললেন, দেখলি কত বড় পামিস্ট ?"
Parapar,মেয়েটি হাতের বই মুড়ে রাখল।
Parapar,চোখ থেকে চশমা খুলে ফেলে পূর্ণ দৃষ্টিতে আমার দিকে তাকাল ।
Parapar,"আমি নিঃসন্দেহে হলাম, এই মেয়ে, মানুষ না ।"
Parapar,এ হলো হুর।
Parapar,এদের শুধু বেহেশতেই পাওয়া যায়।
Parapar,"এরা বেহেশতের সঙ্গিনী |And there will be companionsWith beautiful, bigAnd lustrous eyes.এই মেয়েটির চোখ— big, beautiful and lustrous. আমি ভাবলাম, মেয়েটা কিছু বলবে বোধহয় — ভঙ্গিটা সে রকম।"
Parapar,সে শেষ মুহূর্তে নিজেকে সামলে নিল।
Parapar,"আবার কালো চশমা পরল, বই পড়তে শুরু করল।"
Parapar,এটা কি বিশেষ কোনো বই যা সানগ্লাস ছাড়া পড়া যায় না ?
Parapar,"আলেয়া খালা বললেন, এই সমস্যাটা কখন মিটবে ?"
Parapar,মিটবে না।
Parapar,"তিনি হাহাকার করে উঠলেন, কী বলছিস তুই!"
Parapar,মিটবে না মানে ?
Parapar,"আমি নির্বিকার ভঙ্গিতে বললাম, এই সমস্যা মেটার নয়।"
Parapar,সমস্যা বাড়তে বাড়তে এক্সপ্লোশান লিমিটে চলে আসবে।
Parapar,এই সমস্যায় একটি বাচ্চা মেয়ে জড়িত।
Parapar,মেয়েটির মৃত্যুযোগ আছে।
Parapar,"সে মারা গেলে হয়তোবা সমস্যা মিটে
যাবে।"
Parapar,আলেয়া খালা হতভম্ব হয়ে তাকিয়ে রইলেন ।
Parapar,"সানগ্লাস পরা বেহেশতের পরী এতক্ষণে আমার দিকে তাকিয়ে বললেন, এইসব তথ্য আপনি আমার মার হাতে লেখা দেখতে পেলেন ?"
Parapar,জি না ।
Parapar,আমি বলেছি ইনটুশন থেকে ।
Parapar,আমার ইনটুশন প্রবল ।
Parapar,যে মেয়েটির কথা বললাম সে বোধহয় আপনার মেয়ে ?
Parapar,খুকি জবাব দিল না।
Parapar,মাইক্রোবাস নড়ে উঠল।
Parapar,জ্যাম কমেছে।
Parapar,গাড়ি চলতে শুরু করেছে।
Parapar,গাড়ির সামনে একটা ঠেলাগাড়ি আছে বলে গাড়িটাকে শম্বুক গতিতে এগুতে হচ্ছে।
Parapar,"আমি উঠে দাঁড়িয়ে বললাম, যাই ।"
Parapar,ভদ্রমহিলা তখনো নিজেকে সামলাতে পারেন নি।
Parapar,আমি যে চলে যাবার জন্যে উঠে দাঁড়িয়েছি তাও বোধহয় বুঝতে পারেন নি।
Parapar,মাইক্রোবাসের স্লাইডিং দরজা খোলার পর তিনি সংবিত ফিরে পেলেন।
Parapar,"তীক্ষ্ণ গলায় বললেন, না না, তুমি যেতে পারবে না ।"
Parapar,"এতক্ষণ আমাকে তুই বলছিলেন, শেষ সময়ে তুমি ।"
Parapar,ততক্ষণে আমি নেমে গেছি।
Parapar,"মাইক্রোবাসের জানালার কাচ সরিয়ে ভদ্রমহিলা ব্যাকুল হয়ে ডাকছেন, এই হিমু!"
Parapar,"এই, এই!"
Parapar,এই ছেলে!
Parapar,আমি তাঁর দিকে তাকিয়ে অভয়দানের হাসি হাসলাম— অর্থাৎ আসব।
Parapar,আবার দেখা হবে।
Parapar,ভদ্রমহিলাকে আমি চিনতে পারছি না।
Parapar,এই সমস্যাটা আমার ইদানীংকালে হচ্ছে।
Parapar,মানুষ না-চেনা রোগ।
Parapar,মস্তিষ্কের যে অংশে স্মৃতি জমা থাকে সেই অংশে কিছু বোধহয় হয়েছে।
Parapar,স্মৃতির ফাইল গায়েব হয়ে গেছে।
Parapar,এক সময়কার চেনা লোকজনদের সঙ্গে দেখা হয়।
Parapar,"যেহেতু ব্রেইন সেলে জমা রাখা তাদের ফাইল গায়েব হয়ে গেছে, সেহেতু তাদের চিনতে পারি না।"
Parapar,একজন নিওরোলজিস্টের সঙ্গে দেখা করা দরকার।
Parapar,"রোগ আরো বাড়বার আগেই চিকিৎসা দরকার, নয়তো দেখা যাবে কাউকেই চিনতে পারছি না।"
Parapar,সবাই অপরিচিত।
Parapar,"অবশ্যি আমার ধারণা, সেই অভিজ্ঞতাও মজার অভিজ্ঞতা হবে।"
Parapar,"৬০০ কোটি মানুষের বিশাল পৃথিবী, আমি কাউকেই চিনতে পারছি না।"
Parapar,মাইক্রোবাস থেকে বেকায়দা জায়গায় নেমেছি।
Parapar,সামনে পেছনে কোনো দিকেই যেতে পারছি না।
Parapar,দুদিকেই গাড়ির স্রোত।
Parapar,পথচারীকে রাস্তা পার হবার সুযোগ করে দেবার জন্যে এদের কোনো মাথাব্যথা নেই।
Parapar,নিজে পৌঁছতে পারলেই হলো।
Parapar,আমাকে অপেক্ষা করতে হবে আরেকটা ট্রাফিক জ্যামের জন্যে ।
Parapar,"দেখা যাচ্ছে, ট্রাফিক জ্যামেরও একটা ভালো দিক আছে।"
Parapar,এই সময়ে রাস্তা পারাপার করতে পারা যায়।
Parapar,"To every cloud there is a silver lining.
আমি অপেক্ষা করছি।"
Parapar,অপেক্ষা করতে খুব যে খারাপ লাগছে তা না ।
Parapar,কারণ তেমন কোনো পরিকল্পনা নিয়ে বের হই নি।
Parapar,যাচ্ছি গেণ্ডারিয়ার দিকে ।
Parapar,মোহাম্মদ ইয়াকুব আলি নামের এক ভদ্রলোক জরুরি তলব পাঠিয়েছেন।
Parapar,ভদ্রলোককে আমি চিনি না ।
Parapar,তিনিও সম্ভবত আমাকে চেনেন না।
Parapar,তবে শুনেছি হুলস্থুল ধরনের বড় লোক ।
Parapar,হেন ব্যবসা নেই যা তাঁর নেই।
Parapar,ইন্ডাস্ট্রি ফিন্ডাস্ট্রি দিয়ে যাকে বলে – ‘ছেড়াবেড়া’।
Parapar,এমন একজন আমাকে জরুরি তলব পাঠাবেন কেন তাও বুঝতে পারছি না।
Parapar,জরুরি তলব পাঠালে ধীরে-সুস্থে যাবার নিয়ম।
Parapar,আমিও তাই করেছি।
Parapar,দু ঘণ্টা দেরি করেছি।
Parapar,আবার ট্রাফিক জ্যাম লেগে গেছে।
Parapar,দুটা রিকশার পেছনের চাকা একটার সঙ্গে আরেকটা লেগে গেছে।
Parapar,"দুজন রিকশাওয়ালাই দোষ কার তা নিয়ে তর্ক করছে, চাকা ছাড়াবার চেষ্টা করছে।"
Parapar,জনতাও দুই ভাগ হয়ে গেছে।
Parapar,একদল খালি গা রিকশাওয়ালার পক্ষে অন্যদল দাড়িওয়ালা রিকশাওয়ালার পক্ষে।
Parapar,কাজেই জ্যাম।
Parapar,গাড়ি-টাড়ি বন্ধ করে ড্রাইভাররা সব গালে হাত দিয়ে বসে আছে।
Parapar,না।
Parapar,আশ্বিন মাসের ঝাঁজালো রোদ ক্রমেই বাড়ছে।
Parapar,"ঘুঘু পাখির ডাক আর শুনছি
আজকের দিনটা রহস্য দিয়ে শুরু হলো।"
Parapar,পাখি রহস্য।
Dorjar Opashe,"ঘুমের মধ্যেই শুনলাম কে যেন ডাকল, হিমু, এই হিমু।"
Dorjar Opashe,গলার স্বর একইসঙ্গে চেনা এবং অচেনা।
Dorjar Opashe,"যে ডাকছে তার সঙ্গে অনেক বছর আগে পরিচয় ছিল, এখন নেই।"
Dorjar Opashe,"মানুষটাকে ভুলে গেছি, কিন্তু স্মৃতিতে তার গলার স্বর রয়ে গেছে।"
Dorjar Opashe,পুরুষালী ভারী গলা।
Dorjar Opashe,একটু শ্লেষ্মা জড়ানো।
Dorjar Opashe,"আমি আধোঘুমে জবাব দিলাম, কে?"
Dorjar Opashe,কেউ উত্তর দিল না।
Dorjar Opashe,ভয়াবহ ধরণের নিরবতা।
Dorjar Opashe,"আমি আবার বললাম, কে?"
Dorjar Opashe,কে ওখানে?
Dorjar Opashe,ছোট্ট করে কেউ নিঃশ্বাস ফেলল।
Dorjar Opashe,আশ্চর্য!
Dorjar Opashe,নিঃশ্বাস ফেলার শব্দটাও আমার চেনা।
Dorjar Opashe,টুক টুক করে দু'বার শব্দ হল দরজায়।
Dorjar Opashe,"দরজার ওপাশের মানুষটি চাপা গলায় ডাকল, হিমু, এই হিমু।"
Dorjar Opashe,আমার অস্বস্তিবোধ হতে লাগল।
Dorjar Opashe,"ঘর অন্ধকার, গাঢ় অন্ধকার।"
Dorjar Opashe,রাতে বৃষ্টি হচ্ছিল বলে দরজা—জানালা বন্ধ করে শুয়েছি।
Dorjar Opashe,"রেডিয়াম ডায়ালের টেবিল ঘড়ি ছাড়া আর কিছুই দেখতে পাওয়ার কথা নয়, কিন্তু সবকিছু পরিষ্কার দেখছি।"
Dorjar Opashe,ঐ তো দেয়ালের ক্যালেন্ডার দেখা যাচ্ছে।
Dorjar Opashe,ক্যালেন্ডারের লেখাগুলি পর্যন্ত পড়তে পারছি।
Dorjar Opashe,এর মানে কি?
Dorjar Opashe,এটা কি তাহলে স্বপ্ন?
Dorjar Opashe,পুরো ব্যাপারটা ঘটছে স্বপ্নে?
Dorjar Opashe,দরজার ওপাশে আসলে কেউ নেই?
Dorjar Opashe,চেনা এবং অচেনা গলায় আমাকে ডাকছে না?
Dorjar Opashe,"ঘুমের মধ্যে স্বপ্ন দেখছি, এবং ঘুমের মধ্যেই বুঝতে পারছি এটা স্বপ্ন।"
Dorjar Opashe,স্বপ্নটা শেষপর্যন্ত দেখতে ইচ্ছা করছে না।
Dorjar Opashe,আমি দরজা খুলে দেখতে চাই না।
Dorjar Opashe,দরজার ওপাশে কে দাঁড়িয়ে আছে।
Dorjar Opashe,আমার জানার কোন ইচ্ছা নেই ভারি গলায় কে আমাকে ডাকছে।
Dorjar Opashe,আমি জেগে ওঠার চেষ্টা করছি।
Dorjar Opashe,"জাগতে পারছি না কেউ আমাকে স্বপ্নের শেষটা দেখাতে চায়, আমি দেখতে চাই না।"
Dorjar Opashe,প্রচণ্ড অস্বস্তিতে ঘুমের মধ্যেই ছটফট করতে করতে আমি জেগে উঠলাম।
Dorjar Opashe,-ঘরের হাওয়া গরম হয়ে আছে।
Dorjar Opashe,দরজা-জানালা বন্ধ।
Dorjar Opashe,কিছু দেখা যাচ্ছে না।
Dorjar Opashe,আমি বাতি জ্বালালাম।
Dorjar Opashe,স্বপ্নে দেয়ালে যে জায়গায় ক্যালেন্ডার ছিল সেখানে ক্যালেন্ডার নেই।
Dorjar Opashe,খাটের নিচে টকটক শব্দ হচ্ছে।
Dorjar Opashe,প্রায়ই হয়।
Dorjar Opashe,কিসের শব্দ আমার জানা নেই।
Dorjar Opashe,"ইঁদুর হবে না, ইঁদুর টকটক শব্দ করে না।"
Dorjar Opashe,আমি হাতড়ে হাতড়ে দরজা খুললাম।
Dorjar Opashe,ভোর হয়েছে।
Dorjar Opashe,আলো হয়ে আছে চারদিক।
Dorjar Opashe,আমার দরজা-জানালা বন্ধ ছিল বলেই ঘর হয়েছিল অন্ধকার।
Dorjar Opashe,"বারান্দায় এসে দেখি, পাশের ঘরের বায়েজিদ সাহেব বারান্দায় দাঁড়িয়ে দাঁত মাজছেন।"
Dorjar Opashe,তাঁর চোখ টকটকে লাল।
Dorjar Opashe,এটা কোন নতুন ব্যাপার না।
Dorjar Opashe,বায়েজিদ সাহেবের চোখ সব সময়ই লাল।
Dorjar Opashe,"তিনি আমাকে দেখে নিচু গলায় বললেন, কি ব্যাপার হিমু সাহেব?"
Dorjar Opashe,"এত সকালে জেগে উঠেছেন, ব্যাপার কি?"
Dorjar Opashe,এই সময় আল্লাহ পাক বেহেশতের জানালা খুলে রাখেন।
Dorjar Opashe,ঐ জানালা দিয়ে বেহেশতের হাওয়া আসে পৃথিবীতে।
